,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,geometry,index_right,PB_NAME,PB_NUM,WATER_TYPE,AREA_KM2,UW_Wrack,,,,
738,171659919,2023-07-06 22:32:56+10:00,06-07-23,2023-07-06 12:32:56 UTC,Sydney,6955681,jacav,,2023-07-08 01:21:24 UTC,2023-07-08 07:04:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/171659919,https://inaturalist-open-data.s3.amazonaws.com/photos/297902004/medium.jpg,,,,0,0,FALSE,3,"Tasman Sea, Wollongong, NSW, AU",-34.41737836,150.9025419,98,,,,98,,,FALSE,,,,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.9025419077 -34.4173783632),,,,,,W,,,,
739,171859520,2023-07-08 12:51:22+10:00,08-07-23,2023-07-08 02:51:22 UTC,Sydney,5311894,yamila_gurovich,Yamila Gurovich,2023-07-09 00:22:19 UTC,2023-07-09 04:00:06 UTC,research,,https://www.inaturalist.org/observations/171859520,https://static.inaturalist.org/photos/298316569/medium.jpg,,,,1,0,FALSE,3,"South Pacific Ocean, Moruya Heads, NSW, AU",-35.91256667,150.158875,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.158875 -35.9125666667),33,Southeast Shelf Transition,37,Transitional Waters,59612.67573,W,,,,
740,171878182,27-12-20 20:51,27-12-20,2020-12-27 09:51:00 UTC,Sydney,74355,neomapas,JR Ferrer-Paris,2023-07-09 02:43:33 UTC,2023-07-09 02:43:33 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/171878182,https://inaturalist-open-data.s3.amazonaws.com/photos/298296227/medium.jpeg,,,,0,0,FALSE,,"Little Bay NSW 2036, Australia",-33.97972222,151.2525,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2525 -33.9797222222),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
741,172124999,10-07-23 12:36,10-07-23,2023-07-10 02:36:00 UTC,Sydney,2765858,ethan241,Ethan Craft,2023-07-10 08:56:00 UTC,2023-07-10 08:56:00 UTC,needs_id,,https://www.inaturalist.org/observations/172124999,https://static.inaturalist.org/photos/298762175/medium.jpeg,,,,0,0,FALSE,,"Byron Bay NSW 2481, Australia",-28.64260825,153.6213088,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.6213087517 -28.6426082524),,,,,,W,,,,
742,172272405,11-07-23 9:19,11-07-23,2023-07-10 23:19:00 UTC,Sydney,2211311,adrian2370,Adrian Gale,2023-07-11 03:00:35 UTC,2023-07-23 01:13:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/172272405,https://inaturalist-open-data.s3.amazonaws.com/photos/299038485/medium.jpeg,,,,1,0,FALSE,,"Woolgoolga NSW 2456, Australia",-30.11295237,153.2119785,2,,,,2,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (153.2119785043 -30.1129523682),,,,,,U,,,,
743,172638703,13-07-23 17:01,13-07-23,2023-07-13 07:01:00 UTC,Sydney,381707,drmattnimbs,,2023-07-13 07:23:21 UTC,2023-07-19 07:11:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/172638703,https://inaturalist-open-data.s3.amazonaws.com/photos/299719645/medium.jpeg,,,,2,0,FALSE,,"Bonny Hills NSW 2445, Australia",-31.59466136,152.8432895,2,,,,2,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (152.8432895416 -31.5946613595),,,,,,U,,,,
744,174222447,02-07-23 10:53,02-07-23,2023-07-02 00:53:00 UTC,Sydney,264913,ash2016,Ashwin Srinivasan,2023-07-22 05:48:49 UTC,2023-07-22 06:32:12 UTC,research,CC-BY,https://www.inaturalist.org/observations/174222447,https://inaturalist-open-data.s3.amazonaws.com/photos/302645277/medium.jpeg,,,,1,0,FALSE,,"Sydney NSW, Australia",-33.85659979,151.2162035,46,,,,46,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2162034961 -33.8565997898),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
745,174224110,2023-07-22 13:39:40+10:00,22-07-23,2023-07-22 03:39:40 UTC,Sydney,2366151,douch,James K. Douch,2023-07-22 06:14:03 UTC,2023-07-22 06:55:45 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/174224110,https://inaturalist-open-data.s3.amazonaws.com/photos/302655459/medium.jpg,,,Attached to pilon,4,0,FALSE,3,"The Esplanade, Middle Harbour, NSW, AU",-33.82770833,151.253355,5,,,,5,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.253355 -33.8277083333),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
746,174443643,23-07-23 11:10,23-07-23,2023-07-23 01:10:00 UTC,Melbourne,638184,zoedavis,Zoë Davis,2023-07-23 10:21:09 UTC,2023-09-21 10:23:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/174443643,https://inaturalist-open-data.s3.amazonaws.com/photos/303057710/medium.jpeg,,,,3,0,FALSE,,"Melbourne VIC, Australia",-38.37548667,144.767945,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (144.767945 -38.3754866667),,,,,,U,,,,
747,175287019,08-11-08 12:15,08-11-08,2008-11-08 01:15:00 UTC,Sydney,5439978,jennyncmg,Jennifer Edwards,2023-07-27 23:21:06 UTC,2023-07-30 01:01:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/175287019,https://inaturalist-open-data.s3.amazonaws.com/photos/304610961/medium.jpeg,,,washed up after storm,3,0,FALSE,,"Broulee - Mossy Point NSW 2537, Australia",-35.85917777,150.1799923,23,,,,23,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.1799923182 -35.8591777686),33,Southeast Shelf Transition,37,Transitional Waters,59612.67573,W,,,,
748,175665314,2023-07-30 09:57:52+10:00,30-07-23,2023-07-29 23:57:52 UTC,Sydney,5309684,booandsully,Essa,2023-07-30 03:42:08 UTC,2023-07-31 04:01:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/175665314,https://inaturalist-open-data.s3.amazonaws.com/photos/305308540/medium.jpg,,,,2,0,FALSE,3,"South Pacific Ocean, Norah Head, NSW, AU",-33.27238,151.56427,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.56427 -33.27238),,,,,,W,,,,
749,176925684,26-11-22 10:26,26-11-22,2022-11-25 23:26:08 UTC,Sydney,356301,eschlogl,Erik Schlogl,2023-08-06 08:07:40 UTC,2023-08-09 21:20:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/176925684,https://inaturalist-open-data.s3.amazonaws.com/photos/307653140/medium.jpg,,class-bulkobservationfile-user_id-356301-filename-sydney64-csv-project_id-2023-08-06 01:07:37 -0700.csv,,2,0,FALSE,,"""Inside Henry Head, Botany Bay, Australia""",-33.99686,151.237457,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.237457 -33.99686),,,,,,U,,,,
750,177794673,04-03-23 8:55,04-03-23,2023-03-03 21:55:39 UTC,Sydney,356301,eschlogl,Erik Schlogl,2023-08-11 09:07:31 UTC,2023-08-11 12:06:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177794673,https://inaturalist-open-data.s3.amazonaws.com/photos/309280284/medium.jpg,,class-bulkobservationfile-user_id-356301-filename-sydney65-csv-project_id-2023-08-11 02:07:25 -0700.csv,,2,0,FALSE,,"""Yena Gap, Sydney, New South Wales, Australia""",-34.015135,151.232671,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.232671 -34.015135),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
751,177798285,05-08-23,05-08-23,,Sydney,5415372,fubberpish,,2023-08-11 09:46:49 UTC,2023-09-17 23:41:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177798285,https://inaturalist-open-data.s3.amazonaws.com/photos/309281480/medium.png,,,ID is CV suggestion so may be wrong,1,0,FALSE,,"Sydney NSW, Australia",-33.8607542,151.2109908,175,,,,175,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2109907567 -33.8607541967),,,,,,U,,,,
752,177798300,05-08-23,05-08-23,,Sydney,5415372,fubberpish,,2023-08-11 09:46:52 UTC,2023-10-08 09:58:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177798300,https://inaturalist-open-data.s3.amazonaws.com/photos/309283454/medium.png,,,ID is CV suggestion so may be wrong,2,0,FALSE,,"Sydney NSW, Australia",-33.8586794,151.2133307,306,,,,306,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2133307258 -33.8586793983),,,,,,U,,,,
753,177798302,05-08-23,05-08-23,,Sydney,5415372,fubberpish,,2023-08-11 09:46:52 UTC,2023-10-08 09:58:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177798302,https://inaturalist-open-data.s3.amazonaws.com/photos/309283589/medium.png,,,ID is CV suggestion so may be wrong,2,0,FALSE,,"Sydney NSW, Australia",-33.8586794,151.2133307,306,,,,306,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2133307258 -33.8586793983),,,,,,U,,,,
754,177798306,05-08-23,05-08-23,,Sydney,5415372,fubberpish,,2023-08-11 09:46:53 UTC,2023-08-11 12:06:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177798306,https://inaturalist-open-data.s3.amazonaws.com/photos/309283831/medium.png,,,ID is CV suggestion so may be wrong,1,0,FALSE,,"Sydney NSW, Australia",-33.8586794,151.2133307,306,,,,306,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2133307258 -33.8586793983),,,,,,U,,,,
755,177799946,06-08-23,06-08-23,,Sydney,5415372,fubberpish,,2023-08-11 10:08:34 UTC,2023-08-11 23:00:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/177799946,https://inaturalist-open-data.s3.amazonaws.com/photos/309287825/medium.png,,,ID is CV suggestion so may be wrong,1,0,FALSE,,"Sydney NSW, Australia",-33.86089439,151.2097343,13,,,,13,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2097342899 -33.8608943893),,,,,,U,,,,
756,178141672,2023-08-13 08:49:29+10:00,13-08-23,2023-08-12 22:49:29 UTC,Sydney,3870816,alba-fulmo,Alba Fulmo,2023-08-13 09:19:33 UTC,2023-09-17 23:41:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178141672,https://inaturalist-open-data.s3.amazonaws.com/photos/309934046/medium.jpg,,,,1,0,FALSE,3,"Sydney Harbour National Park, North Harbour, NSW, AU",-33.815545,151.2859333,6,,,,6,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.2859333333 -33.815545),,,,,,U,,,,
757,178142861,13-08-23 13:43,13-08-23,2023-08-13 03:43:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 09:32:31 UTC,2023-08-13 11:00:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178142861,https://inaturalist-open-data.s3.amazonaws.com/photos/309926863/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.95494833,147.34463,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.34463 -42.9549483333),,,,,,W,,,,
758,178150493,13-08-23 14:27,13-08-23,2023-08-13 04:27:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:05 UTC,2023-08-13 10:53:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150493,https://inaturalist-open-data.s3.amazonaws.com/photos/309942073/medium.jpeg,,,,1,0,FALSE,,"Hobart TAS, Australia",-42.95289167,147.3496683,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3496683333 -42.9528916667),,,,,,W,,,,
759,178150495,13-08-23 14:28,13-08-23,2023-08-13 04:28:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:05 UTC,2023-08-13 10:51:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150495,https://inaturalist-open-data.s3.amazonaws.com/photos/309942094/medium.jpeg,,,,1,0,FALSE,,"Hobart TAS, Australia",-42.95269333,147.3502583,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3502583333 -42.9526933333),,,,,,W,,,,
760,178150512,13-08-23 14:34,13-08-23,2023-08-13 04:34:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:08 UTC,2023-08-13 10:47:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150512,https://inaturalist-open-data.s3.amazonaws.com/photos/309942229/medium.jpeg,,,,1,0,FALSE,,"Hobart TAS, Australia",-42.95227167,147.352495,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.352495 -42.9522716667),,,,,,W,,,,
761,178150516,13-08-23 14:34,13-08-23,2023-08-13 04:34:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:09 UTC,2023-08-13 10:47:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150516,https://inaturalist-open-data.s3.amazonaws.com/photos/309942240/medium.jpeg,,,,1,0,FALSE,,"Hobart TAS, Australia",-42.95216667,147.352975,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.352975 -42.9521666667),,,,,,W,,,,
762,178150521,13-08-23 14:35,13-08-23,2023-08-13 04:35:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:10 UTC,2023-08-13 10:50:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150521,https://inaturalist-open-data.s3.amazonaws.com/photos/309942256/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.95211333,147.35341,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.35341 -42.9521133333),,,,,,W,,,,
763,178150522,13-08-23 14:36,13-08-23,2023-08-13 04:36:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:10 UTC,2023-08-13 10:49:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150522,https://inaturalist-open-data.s3.amazonaws.com/photos/309942261/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.95210833,147.3534483,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3534483333 -42.9521083333),,,,,,W,,,,
764,178150524,13-08-23 14:36,13-08-23,2023-08-13 04:36:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:11 UTC,2023-08-13 10:49:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150524,https://inaturalist-open-data.s3.amazonaws.com/photos/309942265/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.95199167,147.3537933,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3537933333 -42.9519916667),,,,,,W,,,,
765,178150525,13-08-23 14:36,13-08-23,2023-08-13 04:36:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:11 UTC,2023-08-13 10:49:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150525,https://inaturalist-open-data.s3.amazonaws.com/photos/309942270/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.95198333,147.3537933,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3537933333 -42.9519833333),,,,,,W,,,,
766,178150530,13-08-23 14:37,13-08-23,2023-08-13 04:37:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:12 UTC,2023-08-13 10:48:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150530,https://inaturalist-open-data.s3.amazonaws.com/photos/309942293/medium.jpeg,,,,1,0,FALSE,,"Hobart TAS, Australia",-42.95190333,147.3540167,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3540166667 -42.9519033333),,,,,,W,,,,
767,178150537,13-08-23 14:55,13-08-23,2023-08-13 04:55:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:14 UTC,2023-08-13 10:49:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150537,https://inaturalist-open-data.s3.amazonaws.com/photos/309942348/medium.jpeg,,,,1,0,FALSE,,"Hobart TAS, Australia",-42.94757333,147.3551633,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3551633333 -42.9475733333),,,,,,W,,,,
768,178150538,13-08-23 14:55,13-08-23,2023-08-13 04:55:00 UTC,Hobart,5858200,ttsquid,,2023-08-13 10:46:14 UTC,2023-08-13 10:49:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178150538,https://inaturalist-open-data.s3.amazonaws.com/photos/309942352/medium.jpeg,,,,1,0,FALSE,,"Hobart TAS, Australia",-42.94758167,147.3551617,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3551616667 -42.9475816667),,,,,,W,,,,
769,178356247,2023-08-13 09:56:34+10:00,13-08-23,2023-08-12 23:56:34 UTC,Sydney,6196075,quiscale,,2023-08-14 12:44:02 UTC,2023-08-19 04:02:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/178356247,https://inaturalist-open-data.s3.amazonaws.com/photos/310344670/medium.jpg,,,,2,0,FALSE,3,"Eurobodalla National Park, Potato Point, NSW, AU",-36.1033945,150.1376638,4,,,,4,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.1376638333 -36.1033945),33,Southeast Shelf Transition,37,Transitional Waters,59612.67573,U,,,,
770,179517643,21-08-23 11:52,21-08-23,2023-08-21 01:52:00 UTC,Hobart,5858200,ttsquid,,2023-08-21 13:27:40 UTC,2023-08-21 23:36:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179517643,https://inaturalist-open-data.s3.amazonaws.com/photos/312532938/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.9520143,147.3543563,75,,,,75,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3543562608 -42.9520143014),,,,,,W,,,,
771,179517713,21-08-23 12:02,21-08-23,2023-08-21 02:02:00 UTC,Hobart,5858200,ttsquid,,2023-08-21 13:28:01 UTC,2023-08-21 23:32:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179517713,https://inaturalist-open-data.s3.amazonaws.com/photos/312533157/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.95242667,147.3520533,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3520533333 -42.9524266667),,,,,,W,,,,
772,179524912,21-08-23 12:11,21-08-23,2023-08-21 02:11:00 UTC,Hobart,5858200,ttsquid,,2023-08-21 14:24:20 UTC,2023-08-21 23:32:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179524912,https://inaturalist-open-data.s3.amazonaws.com/photos/312549944/medium.jpeg,,,,1,0,FALSE,,"Kingborough, Tasmania, Australia",-42.95267833,147.35064,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.35064 -42.9526783333),,,,,,W,,,,
773,179525029,21-08-23 12:26,21-08-23,2023-08-21 02:26:00 UTC,Hobart,5858200,ttsquid,,2023-08-21 14:24:47 UTC,2023-08-21 23:29:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179525029,https://inaturalist-open-data.s3.amazonaws.com/photos/312550261/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.95327833,147.3482967,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3482966667 -42.9532783333),,,,,,W,,,,
774,179529212,21-08-23 12:49,21-08-23,2023-08-21 02:49:00 UTC,Hobart,5858200,ttsquid,,2023-08-21 14:52:54 UTC,2023-08-21 23:00:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179529212,https://inaturalist-open-data.s3.amazonaws.com/photos/312567682/medium.jpeg,,,,1,0,FALSE,,"Hobart TAS, Australia",-42.95190833,147.3541333,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3541333333 -42.9519083333),,,,,,W,,,,
775,179529217,21-08-23 12:50,21-08-23,2023-08-21 02:50:00 UTC,Hobart,5858200,ttsquid,,2023-08-21 14:52:56 UTC,2023-08-21 23:00:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/179529217,https://inaturalist-open-data.s3.amazonaws.com/photos/312567717/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.95193333,147.3541117,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3541116667 -42.9519333333),,,,,,W,,,,
778,180380373,22-01-22 8:52,22-01-22,2022-01-21 21:52:28 UTC,Sydney,356301,eschlogl,Erik Schlogl,2023-08-27 02:43:23 UTC,2023-08-27 08:01:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/180380373,https://inaturalist-open-data.s3.amazonaws.com/photos/314196405/medium.jpg,,class-bulkobservationfile-user_id-356301-filename-sydney67-csv-project_id-2023-08-26 19:43:20 -0700.csv,,1,0,FALSE,,"""Inscription Point, Botany Bay National Park, Australia""",-34.002797,151.227019,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (151.227019 -34.002797),27,Central Eastern Shelf Province,38,Warm Temperate Waters,18222.39388,U,,,,
779,180611052,27-08-23 14:50,27-08-23,2023-08-27 04:50:58 UTC,Melbourne,3779801,bronwynr,,2023-08-28 13:11:38 UTC,2023-08-28 23:00:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/180611052,https://inaturalist-open-data.s3.amazonaws.com/photos/314642970/medium.jpeg,,,,2,0,FALSE,2,Whites Beach,-38.31644813,144.3546029,1365,,,,1365,,,FALSE,gps,gps,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (144.354602918 -38.3164481302),,,,,,W,,,,
781,181862330,03-09-23 14:05,03-09-23,2023-09-03 04:05:00 UTC,Melbourne,5858200,ttsquid,,2023-09-05 04:23:41 UTC,2023-09-17 23:41:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/181862330,https://inaturalist-open-data.s3.amazonaws.com/photos/316967830/medium.jpeg,,,,1,0,FALSE,,"Eastern View VIC 3231, Australia",-38.47701667,144.0344017,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (144.0344016667 -38.4770166667),,,,,,W,,,,
782,181865213,03-09-23 14:42,03-09-23,2023-09-03 04:42:00 UTC,Melbourne,5858200,ttsquid,,2023-09-05 04:56:19 UTC,2023-09-17 23:41:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/181865213,https://inaturalist-open-data.s3.amazonaws.com/photos/316983256/medium.jpeg,,,,1,0,FALSE,,"Eastern View VIC 3231, Australia",-38.47428333,144.0394917,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (144.0394916667 -38.4742833333),,,,,,W,,,,
783,181865216,03-09-23 14:42,03-09-23,2023-09-03 04:42:00 UTC,Melbourne,5858200,ttsquid,,2023-09-05 04:56:20 UTC,2023-09-17 23:41:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/181865216,https://inaturalist-open-data.s3.amazonaws.com/photos/316983269/medium.jpeg,,,,1,0,FALSE,,"Eastern View VIC 3231, Australia",-38.47414167,144.03957,,,,,,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (144.03957 -38.4741416667),,,,,,W,,,,
784,182770594,2023-09-11 11:16:16+10:00,11-09-23,2023-09-11 01:16:16 UTC,Sydney,56922,c_t_troup,Christina Troup,2023-09-11 06:24:29 UTC,2023-09-11 11:22:47 UTC,needs_id,,https://www.inaturalist.org/observations/182770594,https://static.inaturalist.org/photos/318738977/medium.jpg,,,,1,0,FALSE,3,"Washerwomans Beach, Bendalong, NSW, AU",-35.24360922,150.5325161,74,,,,74,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (150.5325161265 -35.2436092198),,,,,,W,,,,
785,182938514,12-09-23 12:37,12-09-23,2023-09-12 02:37:00 UTC,Hobart,5858200,ttsquid,,2023-09-12 13:09:54 UTC,2023-09-12 22:44:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/182938514,https://inaturalist-open-data.s3.amazonaws.com/photos/319057548/medium.jpeg,,,,2,0,FALSE,,"Kingborough, TAS, Australia",-42.95235443,147.3523722,50,,,,50,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3523722259 -42.9523544349),,,,,,W,,,,
786,182938521,12-09-23 12:37,12-09-23,2023-09-12 02:37:00 UTC,Hobart,5858200,ttsquid,,2023-09-12 13:09:55 UTC,2023-09-12 22:43:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/182938521,https://inaturalist-open-data.s3.amazonaws.com/photos/319057598/medium.jpeg,,,,1,0,FALSE,,"Kingborough, TAS, Australia",-42.95235443,147.3523722,50,,,,50,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3523722259 -42.9523544349),,,,,,W,,,,
787,182938531,12-09-23 12:38,12-09-23,2023-09-12 02:38:00 UTC,Hobart,5858200,ttsquid,,2023-09-12 13:09:58 UTC,2023-09-14 08:16:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/182938531,https://inaturalist-open-data.s3.amazonaws.com/photos/319057683/medium.jpeg,,,,3,0,FALSE,,"Kingborough, TAS, Australia",-42.95235443,147.3523722,50,,,,50,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3523722259 -42.9523544349),,,,,,W,,,,
788,182938535,12-09-23 12:38,12-09-23,2023-09-12 02:38:00 UTC,Hobart,5858200,ttsquid,,2023-09-12 13:09:58 UTC,2023-09-12 22:42:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/182938535,https://inaturalist-open-data.s3.amazonaws.com/photos/319057677/medium.jpeg,,,,2,0,FALSE,,"Kingborough, TAS, Australia",-42.95235443,147.3523722,50,,,,50,,,FALSE,,,Common Kelp,Ecklonia radiata,Common Kelp,Chromista,197104,POINT (147.3523722259 -42.9523544349),,,,,,W,,,,
